      0.5000000    -20.0000000      0.0000000      0.0000000      0.9999999
      0.5000000    -19.9023438      0.0001033      0.0000000      0.9999999
      0.5000000    -19.8046875      0.0001648      0.0000000      0.9999999
      0.5000000    -19.7070312      0.0002586      0.0000000      0.9999999
      0.5000000    -19.6093750      0.0003866      0.0000000      0.9999999
      0.5000000    -19.5117188      0.0004727      0.0000000      0.9999999
      0.5000000    -19.4140625      0.0005800      0.0000000      0.9999999
      0.5000000    -19.3164062      0.0007540      0.0000000      0.9999999
      0.5000000    -19.2187500      0.0008873      0.0000000      0.9999999
      0.5000000    -19.1210938      0.0010352      0.0000000      0.9999999
      0.5000000    -19.0234375      0.0012786      0.0000000      0.9999999
      0.5000000    -18.9257812      0.0014803      0.0000000      0.9999999
      0.5000000    -18.8281250      0.0017047      0.0000000      0.9999999
      0.5000000    -18.7304688      0.0020361      0.0000000      0.9999999
      0.5000000    -18.6328125      0.0023280      0.0000000      0.9999999
      0.5000000    -18.5351562      0.0026602      0.0000000      0.9999999
      0.5000000    -18.4375000      0.0030858      0.0000000      0.9999999
      0.5000000    -18.3398438      0.0034811      0.0000000      0.9999999
      0.5000000    -18.2421875      0.0039217      0.0000000      0.9999999
      0.5000000    -18.1445312      0.0044242      0.0000000      0.9999999
      0.5000000    -18.0468750      0.0049027      0.0000000      0.9999999
      0.5000000    -17.9492188      0.0054178      0.0000000      0.9999999
      0.5000000    -17.8515625      0.0059695      0.0000000      0.9999999
      0.5000000    -17.7539062      0.0065237      0.0000000      0.9999999
      0.5000000    -17.6562500      0.0071315      0.0000000      0.9999999
      0.5000000    -17.5585938      0.0078049      0.0000000      0.9999999
      0.5000000    -17.4609375      0.0085495      0.0000000      0.9999999
      0.5000000    -17.3632812      0.0093896      0.0000000      0.9999999
      0.5000000    -17.2656250      0.0103421      0.0000000      0.9999999
      0.5000000    -17.1679688      0.0113877      0.0000000      0.9999999
      0.5000000    -17.0703125      0.0125344      0.0000000      0.9999999
      0.5000000    -16.9726562      0.0137737      0.0000000      0.9999999
      0.5000000    -16.8750000      0.0150930      0.0000000      0.9999999
      0.5000000    -16.7773438      0.0165115      0.0000000      0.9999999
      0.5000000    -16.6796875      0.0180137      0.0000000      0.9999999
      0.5000000    -16.5820312      0.0196427      0.0000000      0.9999999
      0.5000000    -16.4843750      0.0213772      0.0000000      0.9999999
      0.5000000    -16.3867188      0.0232563      0.0000000      0.9999999
      0.5000000    -16.2890625      0.0252750      0.0000000      0.9999999
      0.5000000    -16.1914062      0.0274284      0.0000000      0.9999999
      0.5000000    -16.0937500      0.0297579      0.0000000      0.9999999
      0.5000000    -15.9960938      0.0322070      0.0000000      0.9999999
      0.5000000    -15.8984375      0.0348587      0.0000000      0.9999999
      0.5000000    -15.8007812      0.0376418      0.0000000      0.9999999
      0.5000000    -15.7031250      0.0406234      0.0000000      0.9999999
      0.5000000    -15.6054688      0.0437887      0.0000000      0.9999999
      0.5000000    -15.5078125      0.0471151      0.0000000      0.9999999
      0.5000000    -15.4101562      0.0506925      0.0000000      0.9999999
      0.5000000    -15.3125000      0.0544002      0.0000000      0.9999999
      0.5000000    -15.2148438      0.0583880      0.0000000      0.9999999
      0.5000000    -15.1171875      0.0625339      0.0000000      0.9999999
      0.5000000    -15.0195312      0.0669171      0.0000000      0.9999999
      0.5000000    -14.9218750      0.0715480      0.0000000      0.9999999
      0.5000000    -14.8242188      0.0763345      0.0000000      0.9999999
      0.5000000    -14.7265625      0.0814511      0.0000000      0.9999999
      0.5000000    -14.6289062      0.0866957      0.0000000      0.9999999
      0.5000000    -14.5312500      0.0922551      0.0000000      0.9999999
      0.5000000    -14.4335938      0.0980187      0.0000000      0.9999999
      0.5000000    -14.3359375      0.1039910      0.0000000      0.9999999
      0.5000000    -14.2382812      0.1102800      0.0000000      0.9999999
      0.5000000    -14.1406250      0.1166900      0.0000000      0.9999999
      0.5000000    -14.0429688      0.1234488      0.0000000      0.9999999
      0.5000000    -13.9453125      0.1303545      0.0000000      0.9999999
      0.5000000    -13.8476562      0.1375128      0.0000000      0.9999999
      0.5000000    -13.7500000      0.1449327      0.0000000      0.9999999
      0.5000000    -13.6523438      0.1524731      0.0000000      0.9999999
      0.5000000    -13.5546875      0.1603372      0.0000000      0.9999999
      0.5000000    -13.4570312      0.1683004      0.0000000      0.9999999
      0.5000000    -13.3593750      0.1765048      0.0000000      0.9999999
      0.5000000    -13.2617188      0.1849015      0.0000000      0.9999999
      0.5000000    -13.1640625      0.1933978      0.0000000      0.9999999
      0.5000000    -13.0664062      0.2021428      0.0000000      0.9999999
      0.5000000    -12.9687500      0.2109409      0.0000000      0.9999999
      0.5000000    -12.8710938      0.2199098      0.0000000      0.9999999
      0.5000000    -12.7734375      0.2289940      0.0000000      0.9999999
      0.5000000    -12.6757812      0.2381181      0.0000000      0.9999999
      0.5000000    -12.5781250      0.2473865      0.0000000      0.9999999
      0.5000000    -12.4804688      0.2566463      0.0000000      0.9999999
      0.5000000    -12.3828125      0.2659641      0.0000000      0.9999999
      0.5000000    -12.2851562      0.2753071      0.0000000      0.9999999
      0.5000000    -12.1875000      0.2845938      0.0000000      0.9999999
      0.5000000    -12.0898438      0.2938989      0.0000000      0.9999999
      0.5000000    -11.9921875      0.3031111      0.0000000      0.9999999
      0.5000000    -11.8945312      0.3122459      0.0000000      0.9999999
      0.5000000    -11.7968750      0.3212988      0.0000000      0.9999999
      0.5000000    -11.6992188      0.3301807      0.0000000      0.9999999
      0.5000000    -11.6015625      0.3389405      0.0000000      0.9999999
      0.5000000    -11.5039062      0.3475062      0.0000000      0.9999999
      0.5000000    -11.4062500      0.3558542      0.0000000      0.9999999
      0.5000000    -11.3085938      0.3639990      0.0000000      0.9999999
      0.5000000    -11.2109375      0.3718592      0.0000000      0.9999999
      0.5000000    -11.1132812      0.3794544      0.0000000      0.9999999
      0.5000000    -11.0156250      0.3867485      0.0000000      0.9999999
      0.5000000    -10.9179688      0.3936963      0.0000000      0.9999999
      0.5000000    -10.8203125      0.4003150      0.0000000      0.9999999
      0.5000000    -10.7226562      0.4065469      0.0000000      0.9999999
      0.5000000    -10.6250000      0.4123852      0.0000000      0.9999999
      0.5000000    -10.5273438      0.4178212      0.0000000      0.9999999
      0.5000000    -10.4296875      0.4228102      0.0000000      0.9999999
      0.5000000    -10.3320312      0.4273610      0.0000000      0.9999999
      0.5000000    -10.2343750      0.4314468      0.0000000      0.9999999
      0.5000000    -10.1367188      0.4350485      0.0000000      0.9999999
      0.5000000    -10.0390625      0.4381711      0.0000000      0.9999999
      0.5000000     -9.9414062      0.4407876      0.0000000      0.9999999
      0.5000000     -9.8437500      0.4428964      0.0000000      0.9999999
      0.5000000     -9.7460938      0.4444935      0.0000000      0.9999999
