Version_Codigo,Bandera,Log2N,N,dt,Bloque_B,Tiempo_Total_Segundos,Tiempo_Iteracion_Seg
Original,-O0,11,2048,0.01,2048,.587162487,.000587
Original,-O0,11,2048,0.005,2048,.593322525,.000593
Original,-O0,11,2048,0.001,2048,.587420097,.000587
Original,-O0,11,2048,0.0005,2048,.597847557,.000597
Original,-O0,12,4096,0.01,4096,1.133408318,.001133
Original,-O0,12,4096,0.005,4096,1.144964267,.001144
Original,-O0,12,4096,0.001,4096,1.157387808,.001157
Original,-O0,12,4096,0.0005,4096,1.130871346,.001130
Original,-O0,13,8192,0.01,8192,2.252473232,.002252
Original,-O0,13,8192,0.005,8192,2.237218704,.002237
Original,-O0,13,8192,0.001,8192,2.243987793,.002243
Original,-O0,13,8192,0.0005,8192,2.260811092,.002260
Original,-O0,14,16384,0.01,16384,4.510365437,.004510
Original,-O0,14,16384,0.005,16384,4.491054672,.004491
Original,-O0,14,16384,0.001,16384,4.604867422,.004604
Original,-O0,14,16384,0.0005,16384,4.480084735,.004480
Original,-O0,15,32768,0.01,32768,8.883726952,.008883
Original,-O0,15,32768,0.005,32768,8.844938634,.008844
Original,-O0,15,32768,0.001,32768,8.816754317,.008816
Original,-O0,15,32768,0.0005,32768,8.943483126,.008943
Original,-O1,11,2048,0.01,2048,.254102117,.000254
Original,-O1,11,2048,0.005,2048,.250702108,.000250
Original,-O1,11,2048,0.001,2048,.251295919,.000251
Original,-O1,11,2048,0.0005,2048,.251412190,.000251
Original,-O1,12,4096,0.01,4096,.487210108,.000487
Original,-O1,12,4096,0.005,4096,.487672268,.000487
Original,-O1,12,4096,0.001,4096,.485733823,.000485
Original,-O1,12,4096,0.0005,4096,.487153919,.000487
Original,-O1,13,8192,0.01,8192,.959387838,.000959
Original,-O1,13,8192,0.005,8192,.943132041,.000943
Original,-O1,13,8192,0.001,8192,.918122515,.000918
Original,-O1,13,8192,0.0005,8192,.924339791,.000924
Original,-O1,14,16384,0.01,16384,1.837745121,.001837
Original,-O1,14,16384,0.005,16384,1.851412349,.001851
Original,-O1,14,16384,0.001,16384,1.893375833,.001893
Original,-O1,14,16384,0.0005,16384,1.834755448,.001834
Original,-O1,15,32768,0.01,32768,3.800304020,.003800
Original,-O1,15,32768,0.005,32768,3.721643103,.003721
Original,-O1,15,32768,0.001,32768,3.675709177,.003675
Original,-O1,15,32768,0.0005,32768,3.692641349,.003692
Original,-O2,11,2048,0.01,2048,.240039469,.000240
Original,-O2,11,2048,0.005,2048,.237998159,.000237
Original,-O2,11,2048,0.001,2048,.239309878,.000239
Original,-O2,11,2048,0.0005,2048,.239354172,.000239
Original,-O2,12,4096,0.01,4096,.460112392,.000460
Original,-O2,12,4096,0.005,4096,.463427458,.000463
Original,-O2,12,4096,0.001,4096,.459963077,.000459
Original,-O2,12,4096,0.0005,4096,.463276099,.000463
Original,-O2,13,8192,0.01,8192,.910566498,.000910
Original,-O2,13,8192,0.005,8192,.907285675,.000907
Original,-O2,13,8192,0.001,8192,.881742674,.000881
Original,-O2,13,8192,0.0005,8192,.899445744,.000899
Original,-O2,14,16384,0.01,16384,1.736094621,.001736
Original,-O2,14,16384,0.005,16384,1.789321816,.001789
Original,-O2,14,16384,0.001,16384,1.786053443,.001786
Original,-O2,14,16384,0.0005,16384,1.751301572,.001751
Original,-O2,15,32768,0.01,32768,3.524098007,.003524
Original,-O2,15,32768,0.005,32768,3.576320643,.003576
Original,-O2,15,32768,0.001,32768,3.553148583,.003553
Original,-O2,15,32768,0.0005,32768,3.504472667,.003504
Original,-O3,11,2048,0.01,2048,.196111298,.000196
Original,-O3,11,2048,0.005,2048,.192865714,.000192
Original,-O3,11,2048,0.001,2048,.192699237,.000192
Original,-O3,11,2048,0.0005,2048,.195651823,.000195
Original,-O3,12,4096,0.01,4096,.370361322,.000370
Original,-O3,12,4096,0.005,4096,.370318880,.000370
Original,-O3,12,4096,0.001,4096,.370017456,.000370
Original,-O3,12,4096,0.0005,4096,.381357995,.000381
Original,-O3,13,8192,0.01,8192,.736087971,.000736
Original,-O3,13,8192,0.005,8192,.727349571,.000727
Original,-O3,13,8192,0.001,8192,.725153135,.000725
Original,-O3,13,8192,0.0005,8192,.724710871,.000724
Original,-O3,14,16384,0.01,16384,1.501917475,.001501
Original,-O3,14,16384,0.005,16384,1.473398161,.001473
Original,-O3,14,16384,0.001,16384,1.488318156,.001488
Original,-O3,14,16384,0.0005,16384,1.478591018,.001478
Original,-O3,15,32768,0.01,32768,3.000421335,.003000
Original,-O3,15,32768,0.005,32768,2.931196664,.002931
Original,-O3,15,32768,0.001,32768,2.861951034,.002861
Original,-O3,15,32768,0.0005,32768,2.924191233,.002924
Optimizado,-O0,11,2048,0.01,64,.680347774,.000680
Optimizado,-O0,11,2048,0.01,128,.702376827,.000702
Optimizado,-O0,11,2048,0.01,256,.691811777,.000691
Optimizado,-O0,11,2048,0.01,512,.679325985,.000679
Optimizado,-O0,11,2048,0.01,1024,.679888967,.000679
Optimizado,-O0,11,2048,0.01,2048,.686085683,.000686
Optimizado,-O0,11,2048,0.01,4096,.685006628,.000685
Optimizado,-O0,11,2048,0.01,8192,.681801239,.000681
Optimizado,-O0,11,2048,0.01,16384,.674909858,.000674
Optimizado,-O0,11,2048,0.01,32768,.679118947,.000679
Optimizado,-O0,11,2048,0.005,64,.675025928,.000675
Optimizado,-O0,11,2048,0.005,128,.677692829,.000677
Optimizado,-O0,11,2048,0.005,256,.683775067,.000683
Optimizado,-O0,11,2048,0.005,512,.682786863,.000682
Optimizado,-O0,11,2048,0.005,1024,.673136436,.000673
Optimizado,-O0,11,2048,0.005,2048,.681347820,.000681
Optimizado,-O0,11,2048,0.005,4096,.687707347,.000687
Optimizado,-O0,11,2048,0.005,8192,.681040073,.000681
Optimizado,-O0,11,2048,0.005,16384,.678315531,.000678
Optimizado,-O0,11,2048,0.005,32768,.677423170,.000677
Optimizado,-O0,11,2048,0.001,64,.669443175,.000669
Optimizado,-O0,11,2048,0.001,128,.681936858,.000681
Optimizado,-O0,11,2048,0.001,256,.675214941,.000675
Optimizado,-O0,11,2048,0.001,512,.703540209,.000703
Optimizado,-O0,11,2048,0.001,1024,.699685163,.000699
Optimizado,-O0,11,2048,0.001,2048,.689025894,.000689
Optimizado,-O0,11,2048,0.001,4096,.682092412,.000682
Optimizado,-O0,11,2048,0.001,8192,.697854493,.000697
Optimizado,-O0,11,2048,0.001,16384,.684825869,.000684
Optimizado,-O0,11,2048,0.001,32768,.685517907,.000685
Optimizado,-O0,11,2048,0.0005,64,.687845931,.000687
Optimizado,-O0,11,2048,0.0005,128,.693965090,.000693
Optimizado,-O0,11,2048,0.0005,256,.682570980,.000682
Optimizado,-O0,11,2048,0.0005,512,.681510319,.000681
